english,klingon
Cherry trees are now in bloom in Washington.,DaH wa'SIngtanDaq 'InSongmey ghaj tapqej Sormey.
Can I speak in English?,DIvI' Hol vIjatlh net chaw''a'?
It wasn't so difficult.,Qatlhqu'be'.
Darn.,ghuy'.
I keep forgetting to cut my toe nails.,yaD pachDu'wIj vIpe' reH 'e' vIlIj.
That didn't really surprise me.,mumerqu'be'.
Lots of people get hungry.,ghungchoH nuvpu' law'.
She hung her coat behind the door.,lojmIt 'emDaq wepDaj HuS.
"No, I won't be there.","ghobe', jIjeSbe'."
"Take this seat, please.",quSvamDaq yIba'!
I can barely stand.,tlhoS jIQamlaH.
Why are you sitting on the floor?,qatlh ravDaq Suba'taH?
Do you want to join me?,chotlhej DaneH'a'?
She always got up early.,reH Hu' 'eqDI'.
I'm going to slice the bread.,tIr ngogh vIquH.
How is the situation different now?,DaH chay' pIm ghu'?
I can't go to Australia with you because I don't have enough money.,"'aSralya' DajaHtaHvIS qatlhejlaHbe', yapbe'mo' HuchwIj."
That's not a good sign.,QaQbe' maQvetlh.
Your hair is very nice.,'IHqu' jIblIj.
Does he wear glasses?,neqratlh toQ'a'?
We arrived there before her.,"pa' jIpawpu', pawpa' ghaH."
Switzerland is in Central Europe.,'ewrop botlhDaq 'oH SuwISya''e'.
Are you going to the concert tonight?,DaHjaj ram QoQ much DajaH'a'?
I like cats. They're so beautiful!,vIghro'mey vIparHa'. 'IHqu'!
I can take him.,vItlhaplaH.
I sure hope you can come.,jughoSlaH 'e' vItulbej.
This is extremely hard for them.,chaHvaD Qatlhqu'chu'.
"She cried to the child: ""Be quiet!"".",puqvaD SaQ; «yItamchoH!» jatlh.
I like reading this article.,ghItlhvam vIlaD 'e' vItIv.
It was a very strange family.,taQqu' qorDu'vetlh.
Don't forget to turn off the TV before you go to sleep.,bIQongpa' HaSta jIH Dachu'Ha'nIS 'e' yIlIjQo'!
Why are you asking me for my opinion?,qatlh vuDwIj Datlhob?
He doesn't fully grasp what young people are saying.,mu'mey'e' jatlhbogh QupwI'pu' yajchu'be'.
The towels in the bathroom are dirty.,lam puchpa' QaDmoHwI' DIrmey.
I didn't call.,jIrI'be'.
I do not want to argue with you.,majop 'ej maway' vIneHbe'.
I know you used to live in Australia.,'aSralya' DaDabpu' 'e' vISov.
They were forced to resign.,paj chaH net raD.
We saw something.,vay' wIleghpu'.
She began to wish she were dead.,Heghpu' 'e' jInchoH.
They took off their sunglasses.,mIn QanwI'meychaj nguv teq.
The chest contained gold coins.,qol'om Huch ngop ngaSpu' DerlIq.
Does it really hurt?,'oy'bej'a'?
The grandmother is smiling.,montaH SoSnI'.
Need any help?,QaH poQ'a'?
Does she have a mother?,SoS ghaj'a'?
He didn't understand me.,muyajbe'.
She likes working hard.,pe'vIl vum 'e' parHa'.
Have you ever breathed pure air?,rewve' watlh DatlhuHpu''a'?
He pays me a visit every now and then.,rut muSuch.
They've gone crazy.,maw'choHpu'.
My mother hates summer heat.,tlhoy tujbogh qImroq tuj muS SoSwI'.
It was my turn.,jIjop.
Will you keep your promise?,"bIlay'ta', 'ach batlh bIpab'a'?"
They argue a lot.,pIj ghoH.
The human heart is untameable.,Human tIq tlhay'moHlaH pagh.
I'll never set foot in this town again.,not vengvam vI'elqa'chu'.
She said she wants to die.,Hegh neH jatlh.
God is our lord.,joHma' ghaH Qun'e'.
Please take a seat!,peba'!
Why do people die?,qatlh Hegh nuvpu'?
I have an older brother and two younger sisters.,"wa' loDnI''a', cha' be'nI'Hom je vIghaj."
I think I have a gum infection.,tlhawlaw' repnujwIj.
This is a pidgin language.,boq Hol 'oH.
I revised my theory.,ngerwIj vIDI'.
I hate bureaucracy.,reD'eS vImuS.
It was terrorism.,vIrveq 'oH.
I hate terrorism.,vIrveq vImuS.
Everybody laughed at her.,ghaHDaq Hagh Hoch.
That is very expensive!,waghqu' Dochvetlh!
She sleeps whenever she can.,QonglaHDI' Hochlogh Qong.
Go slow if the road is muddy.,"tawDaq DabqI' tu'lu'chugh, QIt yISeD!"
It's too spicy for me.,jIHvaD tlhoy Huy.
We need paint thinner.,rItlh jeDHa'moHwI' wIpoQ.
He really likes to sing.,bom 'e' parHa'bej.
I didn't know that you liked dogs.,qovIjmey DaparHa' 'e' vISovbe'.
It was cold this morning.,DaHjaj po bIr muD.
We aren't going.,majaHbe'.
It looks like you've had a hard day.,Qatlhlaw' pemlIj.
We're not going.,majaHbe'.
Why haven't you done that yet?,qatlh wej Datur?
What in the world are you doing?,nuq DaturtaH jay'?
Who's coming with you?,Dutlhej 'Iv?
"Welcome. Now that many people have arrived, please take a seat and wait for a while.","pe'vIl Supaw'jaj! DaH pawpu'mo' qabDu' law', peba' 'ej loQ peloS!"
You won't have the same luck twice.,cha'logh jaSHa' bIDo'be'bej.
She looks as if she has a headache.,wuQlaw' ghaH.
He heard her screaming his name.,jachtaHvIS pongDaj jatlh ghaH 'e' Qoy.
How long have you known them?,qaStaHvIS poH 'ar chaH DaSov?
Who stole my battery charger?,'ul 'aplo' HujwI'wIj nIHpu' 'Iv?
She put on her swimsuit.,QalmeH SutDaj tuQmoH.
Are you sure you don't want something to eat?,vay' DaSoj DaneHbe'bej'a'?
But do you think people are stupid?,'ach QIp nuvpu' 'e' DaQub'a'?
I find you really attractive.,bI'IHqu'chu' 'e' vIDam.
The cat is hungry.,ghung vIghro'.
Hopefully!,jItulbej!
He should be angry.,ghaytan QeH.
I wish I weren't Canadian.,qa'naDa'ngan jIHbe' 'e' vIjIn.
Your shirt needs to be washed.,yIvbeHlIj Say'nISmoHlu'.
It's still not too late.,wej tlhoy paS.
I fell asleep while I was doing that.,vIturtaHvIS jIQongchoH.
I'm proud to be a teacher.,ghojmoHwI' jIHmo' jIHem.
I am learning Greek.,'elaDya' Hol vIghojtaH.
I can't go shopping today.,DaHjaj jIje'meH jItlheDlaHbe'.
Let's do this again sometime.,'opleS wIturqa'jaj!
A lot of trees grow in the countryside.,HatlhDaq Sor law' tu'lu'.
Do you have a lot of money?,Huch law' Daghaj'a'?
She couldn't come because he was sick.,ropmo' jeSlaHbe'.
We have to figure out a way to get this job finished by Monday.,qaSpa' DaSjaj Qu'vam wIta'laHmeH mIw wISamnIS.
There's one thing I must tell you.,wa' De''e' qaja'nIS.
It's news to me.,jIHvaD De' chu' 'oHbej.
What time do you watch the news?,ghorgh De' chu' Dabej?
Let me see a menu.,HIDjolev vIghan vIneH.
He got to his village.,vengHomDaj pawpu'.
Try to look busy.,bIvumtaH 'e' yIghet!
Let's wait awhile!,loQ maloSjaj!
Soon it began to rain.,tugh SISchoH.
He nodded his head.,Qochbe' 'e' ghaSmeH qel nachDaj.
She hit her elbow during a fall.,qaw'DI' DeSqIvDaj 'oy'moH.
One crate is still missing.,wa' DerlIq wIHutlhtaH.
This window won't open.,Qorwaghvam vIpoSmoHlaHbe'.
They were in their bedrooms.,QongmeH pa'meychajDaq chaHtaH.
You can sit anywhere you like.,DaqDaq DamaSbogh bIba'laH.
What did you win?,bIQapDI' nuq DaSuq?
This meat is raw.,tlhol Ha'DIbaHvam.
Don't try to stop me! I'm going to the party no matter what.,chomev 'e' yInIDQo'! qaStaHvIS 'uQ'a' jIjeSbej. latlh meqmey vISaHbe'.
His socks are gray.,qIj 'ej wov paSloghDaj.
Where did she end up going?,tagha' nuq jaHpu'?
What do you need to borrow my car for?,qatlh puH DujwIj DangIpnIS?
The telephone hasn't been installed yet.,wej ghogh HablI' jomlu'.
We think that you're right.,bIlugh 'e' wIQub.
Six times three is eighteen.,javlogh boq'egh wej; chen wa'magh chorgh.
We enjoy reading novels.,maghpubmey wIlaD 'e' wItIv.
Your new glasses are in the kitchen.,vutpa'Daq 'oHtaH neqratlhlIj chu''e'.
It is cold outside today.,DaHjaj bIr Hur.
"I like that university, but it's too near my home.","DuSaQ'a'vetlh vIparHa', 'a tlhoy juHwIjDaq Sum."
"Okay, I give up.","toH, jIjegh."
It feels good to help.,jIQaHmo' jIQuch.
I'm trying not to worry too much.,tlhoy jIQep 'e' vInID.
I'll pay for it myself.,vIDIl jIH'e'.
He's very knowledgeable.,ngoDmey law' Sovbej.
I don't feel like studying tonight.,DaHjaj ram jIHaD vIneHbe'.
It seems that he is rich.,mIplaw'.
I am older than any other student in my class is.,ghojwI' ghomwIj'e' jIH qan law' Hoch qan puS.
Do you want this?,'e' DaneH'a'?
The bar is always open.,reH poS tachvam.
I'm not sure that I want you to see this.,ghu'vam Dalegh 'e' vIneHbejbe'.
He is all talk and no action.,reH jatlh 'a not vang.
There's a castle on the mountain.,HuDDaq jem'IH tu'lu'.
The noise continued for several hours.,qaStaHvIS 'op rep chuStaH.
I'm glad to hear that you got that job.,Qu'vetlh DagheSlaHmo' jIQuch.
We're planning a trip to Australia.,'aSralya'Daq maleng 'e' wInab.
I studied French instead of English.,vIraS Hol vIHaDta'; DIvI' Hol qa'.
He came home dead tired.,juHDaj cheghDI' Doy'qu' jay'.
Aren't you going to vote today?,DaHjaj bIlapbe''a'?
The water is already boiling.,pubtaH bIQ.
She lied when she said she didn't like him.,vIpar jatlhtaHvIS nep.
We are required to wear a suit and tie to work.,mavumtaHvIS HIp mong Ha'quj je DItuQ net poQ.
I want to buy a canoe.,bIQ DujHom vIje' vIneH.
I can't close this door. It's broken.,lojmItvam vISoQmoHlaHbe'. Duy'.
We're destroying our own country.,Sepmaj tlhIn wIQaw'lI'.
No one thinks so.,'e' Qub pagh.
I think that you are right.,bIlugh 'e' vIQub.
I think that you are right.,bIlughlaw'.
"I'm not asleep, meh.",Do'Ha' jIQongtaHbe'.
I tried one.,wa' vIwaHpu'.
I was just pretending I was rich.,jImIp 'e' vIghet neH.
I gave my speech in French.,SoQ vIjatlhmeH vIraS Hol vIlo'.
Is it getting bigger?,tInchoHtaH'a'?
Today isn't so hot.,tujqu'be' jajvam.
Nobody hears about my country.,SepwIj bopbogh De' Qoy pagh.
We talked for probably an hour or two.,qaStaHvIS wa' rep cha' rep ghap maja'chuq.
I have lost a book.,wa' paq vIchIl.
I don't like coffee.,qa'vIn vIpar.
I was dancing.,jImI'taH.
What do you eat for breakfast?,nIQ DaSoptaHvIS nuq DaSop?
That's an amazing photograph.,mIllogh Dun 'oH.
I've seen all his movies.,HaSta muchmeyDaj Hoch vIbejta'.
This fly is completely harmless.,jochbe'chu' ghewvam.
This animal is very intelligent.,valqu' Ha'DIbaHvam.
All of us were surprised at the news.,Hoch numerpu' De' chu'.
We always stay in this hotel.,reH mebpa'meyvamDaq maratlh.
Do I have to spell this out for you?,qachuHnIS'a'?
Is it a new kind?,Segh chu' 'oH'a'?
"It wasn't as bad as that, was it?","jaSHa' qabbe', qar'a'?"
I thought that you knew French.,vIraS Hol DajatlhlaH 'e' vIQub.
Whose sunglasses are these?,'Iv mIn QanwI' nguv 'oH?
Make yourselves useful.,pelI''eghmoH!
I'm working in the garden.,Du'HomDaq jIvumtaH.
"He's waiting, isn't he?",loStaH qar'a'?
We should remain here.,naDev maratlhchugh qaq.
The game finished.,rIntaH Quj.
I don't remember his name.,pongDaj vIqawbe'.
They tried to hide their tears.,mIn 'onroSmeychaj So' 'e' lunID.
It's going to be quite cold.,tugh bIrqu'.
I hope I don't regret this.,vIpay'be' 'e' vIHar.
I didn't really want to go to work yesterday.,wa'Hu' jIvummeH jItlheD vIneHqu'be'.
We can't do that tomorrow.,wa'leS wIturlaHbe'.
I'm always busy.,reH Qu' vIturnIS.
We'll meet again this afternoon.,DaHjaj pov maghomqa'.
Aren't you surprised that I came?,jIpaw. Dumerbe''a' ghu'vam?
I'll eat my breakfast and go back to bed.,nIQwIj vISop ghIQ QongDaq vI'elqa'.
I'm embarrassed.,jItuH.
"Last year, I couldn't do that, but I can now.","DIS vorgh Qu'vetlh vIturlaHbe', 'a DaH vIturlaH."
You're just like them.,borurchu' neH.
"Yes, I have a problem with you Americans!","HIja', jIHvaD Suqay', 'amerI'qa' SepjIjQa'nganpu'!"
The water makes the wheel turn.,rutlh DIngmoH bIQ.
It's just so frustrating.,moghqu'moH neH.
They told me they were coming back.,machegh muja'pu'.
Who is this mysterious man?,poymar loDvam 'Iv?
He is angry.,QeH.
We will endeavour to finish the job by the end of the week.,rInpa' Hogh Qu' vIta' 'e' vInIDqu'bej.
Did you stay home alone?,nIteb juHDaq bIratlh'a'?
The soil thirsts.,bIQ Hutlh puH.
"If they eat that, they'll die.",Dochvetlh luSopchugh Hegh.
"If you eat that, you'll die.",Dochvetlh DaSopchugh bIHegh.
"If you eat that, you'll die.",Dochvetlh boSopchugh SuHegh.
I've got enough of this.,ghu'vammo' jIpuQ.
The blanket is green and violet.,SuD 'ej Doq tlhIm.
"Ah! If I were rich, I'd buy myself a house in Spain.","toH! jImIp net jalchugh, vaj 'eSpanya'Daq juH qach vIje'."
That's so exciting!,Seyqu'moH!
I'd like to thank you for coming today.,DaHjaj SujeSmo' Satlho'.
That's what you need to avoid.,'e' DajunnIS.
I hate listening to voicemail.,ghogh tamey vI'Ij 'e' vImuS.
A cup of coffee would clear my brain.,QoghIjwIj DemmoHlaH qa'vIn HIvje'.
They never talk about their work.,not Qu'chaj rIch.
I think he's scared of that spider.,ghIj voDchuchvetlh 'e' vIQub.
I'm writing about us.,nubopbogh ghItlh vIqonlI'.
It's a possibility.,DuH 'oH.
She was raising four kids.,loS puq nenmoHpu'.
We hate our wicked and corrupt leaders!,mIghbogh DevwI'pu' qal DImuS!
This is my third wish.,chabalwIj wejDIch 'oH.
I'll bet it hurts.,'oy'bej.
Where's my eraser?,nuqDaq 'oHtaH teywI'wIj'e'?
I thought this might interest you.,ghaytan tlhIHvaD Daj 'e' vIQub.
I'm sorry for what happened.,wanI'vetlhmo' jIQoS.
Two crows are flying in the sky.,chalDaq puvtaH cha' notqa'.
A little snow was falling.,loQ peDtaH.
A river runs through the high mountains.,HuDmey jen lutol bIQtIq.
This dog looks like a cat.,vIghro' rur qovIjvam.
This is the kind of music I like to listen to.,QoQvam'e' vI'Ij 'e' vItIv.
Your advice is critical.,'ut qeSlIj.
Ow! Don't grab my tail!,va! tlhuQwIj yI'uchQo'!
I think everybody's tired.,Doy' Hoch 'e' vIQub.
I think everybody's tired.,Doy'law' Hoch.
I'm pretty sure that's how it happened.,jaSHa' qaSpu'bejqu' wanI'vetlh.
I know you're writing a book.,paq DaqonlI' 'e' vISov.
"She's selfish, isn't she?",mut qar'a'?
Rest nurtures the body and the mind.,porgh yab je rach leStaHghach.
How did you find them?,chay' DaSamta'?
Do you want this guitar?,leSpalvam DaneH'a'?
Did you grow up speaking French?,vIraS Hol Dajatlh'a' bInenchoHtaHvIS?
This wasn't an easy assignment.,ngeDbe'pu' ghIghvam.
Where in Australia are you guys going?,'aSralya'Daq nuq bojaH?
I know that I'm supposed to do that tomorrow.,wa'leS 'oH vIturnIS 'e' vISov.
I recognize you.,qaghov.
This was a really good buy.,wIje'ta'mo' maDo'bej.
You're making them nervous.,bobItmoHtaH.
There's an apple in this boy's pocket.,loDHomvam buqDaq 'epIl naH tu'lu'.
You're still just a kid.,puq neH SoHtaH.
It struck me that the girl was trying to hide something.,vay' So' 'e' nID be'Hom pay' 'e' vItu'.
The teacher and the pupils are in the museum.,'angweDDaq chaHtaH ghojmoHwI''e' ghojwI'pu''e' je.
How many hamburgers did you eat?,Ha'DIbaH ghIH tIr ngogh je 'ar DaSoppu'?
We don't need to ask for permission.,chaw' wItlhobnISbe'.
My girlfriend lied to me.,jIHvaD neppu' parmaqqaywI'.
We never found out who that man was.,not loDvetlh wIngu'laHpu'.
You'll see it.,Daleghbej.
A farm cat slept on the wooden fence in the rare October sunlight.,"Sor Hap veH yorDaq QongtaH Du' vIghro', wovtaHvIS jar wa'maH jul qub."
I'll wait here.,naDev jIloS.
Maybe I missed something.,chaq vay' vIleghbe'pu'.
You must avoid making those kinds of mistakes.,jaSHa' bIQagh 'e' DajunnIS.
I can't see him either.,vIleghlaHbe' je jIH.
I canceled my trip.,lengwIj vIqIlpu'.
"That evening, the university held a meeting for foreign students and Chinese students studying foreign languages.","choSvetlh HaDwI'pu' novvaD, Holmey nov ghojbogh jungwoq HaDwI'pu'vaD je qep qaSmoH DuSaQ'a'."
I'm reading a book that is interesting.,Dajbogh paq vIlaDtaH.
Do you still enjoy playing chess?,tlhInja DatIvtaH'a'?
Would you like some green tea?,Dargh SuD DaneH'a'?
My father spends a lot of time on his hobby.,bel Qu'Daj turmeH poH law' lo' vavwI'.
I want to do that by myself.,nIteb vIta' vIneH jIH.
"In my opinion, you're wrong.",bIQ ngaS HIvje'lIj 'e' vIQub.
"In my opinion, you're wrong.",bImuj 'e' vIQub.
"In my opinion, you're wrong.",bIlughbe' 'e' vIQub.
The train came to a smooth stop.,pe'vIlHa' yIHbe'choH lupwI' mIr.
Is there water?,bIQ tu'lu''a'?
There is no happy love.,QuchmoHbogh parmaq tu'lu'be'.
"Waiter, I need a napkin.","jIbwI', nav vIpoQ."
They almost spilled their coffee.,tlhoS qa'vInDaj Qoy'moH.
They advanced on the enemy.,jagh luchol.
I have to consider every possibility.,Hoch nuH vIqelnIS.
He isn't anything like her.,be'vetlh rurbe'chu' ghaH.
Did you find it on your car?,puH DujDaq Datu''a'?
I admitted I did that.,vIta'pu' 'e' vIchID.
You're a good actress.,DawI' po' SoH.
Your shirt needs washed.,yIvbeHlIj Say'nISmoHlu'.
Has he met them today?,DaHjaj chaH ghompu''a'?
You need to talk to me.,jIHvaD bIjatlhnIS.
This hasn't been easy.,ngeDbe' ghu'vam.
"That's not very fair, is it?","mayqu'be', qar'a'?"
All guests have gone.,mejpu' Hoch mebpu'.
She has a lot of confidence in herself.,jeQqu'.
Is freedom a place or an idea?,Daq 'oH'a' tlhab'e' pagh qech 'oH'a'?
The bathroom is on the first floor.,choQ wa'DIchDaq 'oH puchpa''e'.
Why is it so hot?,qatlh tujqu'?
She is speaking to herself.,ja''eghtaH.
I don't want to be right.,jIlugh vIneHbe'.
She works as a teacher in the school.,DuSaQvamDaq ghojmoHwI' gheSpu'.
"Since I'm planning to go to Japan next year, I'm studying Japanese.",wa' nem nIpon vIjaH 'e' vInabmo' nIpon Hol vIHaDtaH.
My eyes fill with tears and I cry.,mInDu'wIj teb 'onroSmey 'ej jISaQ.
I bought my ticket online.,'InternetDaq chaw'wIj vIje'ta'.
I owe them thirty thousand.,chaHvaD wej netlh vIwel.
I owe her thirty thousand.,ghaHvaD wej netlh vIwel.
I owe him thirty thousand.,ghaHvaD wej netlh vIwel.
I really like your paintings.,naghmeylIj beQ vIparHa'qu'.
We have to get better soon.,tugh mapIvnISchoH.
Can I borrow your scissors?,cha''etlh pe'wI'lIj vIngIp 'e' Dachaw''a'?
Do not talk with your mouth full.,buy'DI' nujlIj yIjatlhQo'!
Get out of my country.,SepwIj yImej!
I signed the contract.,mab vIqI'pu'.
I can't find any garbage bags.,veQ buqmey vISamlaHbe'.
My parents were surprised to hear the news.,qaytu'wI' mer De' chu'.
I've been working here for a few years.,qaStaHvIS 'op DIS naDev jIvum.
I don't know exactly what this is.,vIngu'laHchu'be'.
I know that I don't have long to live.,yIn nI'be' vISIQ 'e' vISov.
The great politician passed away in 1963.,tera' DIS 1963 Heghpu' rubyo' Dun.
Do you think they're related?,rarchuq 'e' DaQub'a'?
They stared at their coffee mugs.,qa'vIn HIvje'meychaj bejqu'.
This work is not suited to young girls.,be'Hompu' QupvaD mItbe' Qu'vam.
"Hold on, bucko. Let me see what you got there.","mevyap, maqoch! Dochmey Daghajbogh vIleghnIS!"
There isn't anything down there.,bIngDaq pagh tu'lu'.
She's generous with her money.,varHa' HuchDaj lo'taHvIS.
He gave his dog a piece of leftover pizza.,qovIjDajvaD pItSa' chab chuv 'ay' nob.
Where is it held?,nuqDaq qaSmoHlu'?
Are there dogs that eat raw fish?,ghotI' tlhol Sopbogh qovIj'e' tu'lu''a'?
The purple bicycle costs less than the yellow.,qam Do Duj Doq qutlh law' qam Do Duj SuD qutlh puS.
"You plan to join the team, don't you?",ghom Damuv 'e' Danab qar'a'?
We didn't stay home yesterday.,wa'Hu' juHDaq maratlhbe'.
I don't suppose it's going to rain.,SISlaw'be'.
"Damn, did you see that?","ghuy', 'oH Daleghpu''a'?"
Do you work at the hospital?,ropyaH qachDaq bIvum'a'?
It went bad.,nonchoHpu'.
Doesn't that sound like a good idea?,QaQlaw'be''a' qechvam?
You can't learn a language without making mistakes.,Hol ghojlu'taHvIS Qaghmey junlaHbe' vay'.
Where do you have to be?,nuqDaq SoHnIStaH?
"She's with you, isn't she?",Dutlhej qar'a'?
I keep making a fool of myself when I try speaking French.,vIraS Hol vIjatlh rut 'e' vInID 'ej Hochlogh qoH vIDa.
Do penguins live in the Arctic?,'artIq luDab'a' jentu'mey?
I didn't want to wake the kids up.,puqpu' vIvemmoH vIneHbe'.
He wasn't particularly attractive.,'IHqu'be'.
This is driving me crazy.,mumaw'moH ghu'vam.
